"participant"	"rhymeTarget"	"item"	"coupletOrder"	"conditionLabel"	"vowelFirst"	"durationVowelFirst"	"vowelSecond"	"durationVowelSecond"	"rhymeRating"	"question"	"poa"	"manner"	"rhymeMatch"	"rhymeText"	"cohortSize"	"trial"	"file"
"337"	"870"	"drop"	"1"	"VoicelessFirst"	"voice"	"AA1"	0.14	"AA1"	0.19	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"mob"	"With greatest sorrow did we drop \nOur case below the lighthouse mob"	30	66	"hrlaura4_870_1_1.wav"
"338"	"602"	"drop"	"1"	"VoicelessFirst"	"voice"	"AA1"	0.18	"AA1"	0.27	NA	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"mob"	"With greatest sorrow did we drop \nOur case below the lighthouse mob"	30	84	"hrlaura4_602_1_1.wav"
"339"	"1146"	"drop"	"1"	"VoicelessFirst"	"voice"	"AA1"	0.16	"AA1"	0.22	3	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"mob"	"With greatest sorrow did we drop \nOur case below the lighthouse mob"	30	34	"hrlaura4_1146_1_1.wav"
"340"	"970"	"drop"	"1"	"VoicelessFirst"	"voice"	"AA1"	0.12	"AA1"	0.15	5	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"mob"	"With greatest sorrow did we drop \nOur case below the lighthouse mob"	30	86	"hrlaura4_970_1_1.wav"
"341"	"1136"	"drop"	"1"	"VoicelessFirst"	"voice"	"AA1"	0.16	"AA1"	0.2	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"mob"	"With greatest sorrow did we drop \nOur case below the lighthouse mob"	30	46	"hrlaura4_1136_1_1.wav"
"342"	"1149"	"drop"	"1"	"VoicelessFirst"	"voice"	"AO1"	0.14	"AA1"	0.22	5	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"mob"	"With greatest sorrow did we drop \nOur case below the lighthouse mob"	30	40	"hrlaura4_1149_1_1.wav"
"343"	"1139"	"drop"	"1"	"VoicelessFirst"	"voice"	"AA1"	0.15	"AA1"	0.2	5	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"stop"	"mob"	"With greatest sorrow did we drop \nOur case below the lighthouse mob"	30	4	"hrlaura4_1139_1_1.wav"
"344"	"974"	"eave"	"16"	"VoicedFirst"	"voice"	"IY1"	0.33	"IY1"	0.1	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"fricative"	"sheaf"	"A bow-shot from the bower-eave \nHe rode out from the barley-sheaf"	NA	1	"hrlaura4_974_16_2.wav"
"345"	"1146"	"eave"	"16"	"VoicedFirst"	"voice"	"IY1"	0.28	"IY1"	0.24	5	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"fricative"	"sheaf"	"A bow-shot from the bower-eave \nHe rode out from the barley-sheaf"	NA	57	"hrlaura4_1146_16_2.wav"
"346"	"602"	"eave"	"16"	"VoicedFirst"	"voice"	"IY1"	0.27	"IY1"	0.06	6	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"fricative"	"sheaf"	"A bow-shot from the bower-eave \nHe rode out from the barley-sheaf"	NA	86	"hrlaura4_602_16_2.wav"
"347"	"1153"	"eave"	"16"	"VoicedFirst"	"voice"	"IY1"	0.43	"IY1"	0.15	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"fricative"	"sheaf"	"A bow-shot from the bower-eave \nHe rode out from the barley-sheaf"	NA	12	"hrlaura4_1153_16_2.wav"
"348"	"944"	"eave"	"16"	"VoicedFirst"	"voice"	"IY1"	0.29	"IY1"	0.11	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"fricative"	"sheaf"	"A bow-shot from the bower-eave \nHe rode out from the barley-sheaf"	NA	57	"hrlaura4_944_16_2.wav"
"349"	"336"	"eave"	"16"	"VoicedFirst"	"voice"	"IY1"	0.31	"IY1"	0.17	3	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"fricative"	"sheaf"	"A bow-shot from the bower-eave \nHe rode out from the barley-sheaf"	NA	3	"hrlaura4_336_16_2.wav"
"350"	"870"	"eave"	"16"	"VoicedFirst"	"voice"	"IY1"	0.32	"IY1"	0.14	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"fricative"	"sheaf"	"A bow-shot from the bower-eave \nHe rode out from the barley-sheaf"	NA	38	"hrlaura4_870_16_2.wav"
"351"	"1094"	"eave"	"16"	"VoicedFirst"	"voice"	"IY1"	0.25	"IY1"	0.17	3	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"fricative"	"sheaf"	"A bow-shot from the bower-eave \nHe rode out from the barley-sheaf"	NA	20	"hrlaura4_1094_16_2.wav"
"352"	"1134"	"eave"	"16"	"VoicedFirst"	"voice"	"IY1"	0.31	"IY1"	0.18	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"fricative"	"sheaf"	"A bow-shot from the bower-eave \nHe rode out from the barley-sheaf"	NA	3	"hrlaura4_1134_16_2.wav"
"353"	"1155"	"eave"	"16"	"VoicedFirst"	"voice"	"IY1"	0.31	"IY1"	0.13	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"fricative"	"sheaf"	"A bow-shot from the bower-eave \nHe rode out from the barley-sheaf"	NA	7	"hrlaura4_1155_16_2.wav"
"354"	"990"	"eave"	"16"	"VoicedFirst"	"voice"	"IY1"	0.3	"IY1"	0.17	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"fricative"	"sheaf"	"A bow-shot from the bower-eave \nHe rode out from the barley-sheaf"	NA	6	"hrlaura4_990_16_2.wav"
"355"	"1139"	"eave"	"16"	"VoicedFirst"	"voice"	"IY1"	0.38	"IY1"	0.16	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"fricative"	"sheaf"	"A bow-shot from the bower-eave \nHe rode out from the barley-sheaf"	NA	70	"hrlaura4_1139_16_2.wav"
"356"	"970"	"eave"	"16"	"VoicedFirst"	"voice"	"IY1"	0.26	"IY1"	0.12	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"fricative"	"sheaf"	"A bow-shot from the bower-eave \nHe rode out from the barley-sheaf"	NA	56	"hrlaura4_970_16_2.wav"
"357"	"1136"	"eave"	"16"	"VoicedFirst"	"voice"	"IY1"	0.26	"IY1"	0.12	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"fricative"	"sheaf"	"A bow-shot from the bower-eave \nHe rode out from the barley-sheaf"	NA	74	"hrlaura4_1136_16_2.wav"
"358"	"1123"	"eave"	"16"	"VoicedFirst"	"voice"	"IY1"	0.29	"IY1"	0.14	3	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"fricative"	"sheaf"	"A bow-shot from the bower-eave \nHe rode out from the barley-sheaf"	NA	32	"hrlaura4_1123_16_2.wav"
"359"	"1149"	"eave"	"16"	"VoicedFirst"	"voice"	"IY1"	0.32	"IY1"	0.1	3	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	"labial"	"fricative"	"sheaf"	"A bow-shot from the bower-eave \nHe rode out from the barley-sheaf"	NA	37	"hrlaura4_1149_16_2.wav"
"360"	"1140"	"end"	"75"	NA	"bad"	"N"	0.12	"AH1"	0.08	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"done"	"Death closes all: but something ere the end, \nSome work of noble note may yet be done"	48	41	"hrlaura4_1140_75_2.wav"
"361"	"930"	"end"	"75"	NA	"bad"	"N"	0.1	"AH1"	0.12	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"done"	"Death closes all: but something ere the end, \nSome work of noble note may yet be done"	48	8	"hrlaura4_930_75_2.wav"
"362"	"776"	"end"	"77"	NA	"bad"	"EH1"	0.13	"UW1"	0.03	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"use"	"How dull it is to pause, to make an end, \nTo rust unburnish'd, not to shine in use!"	48	74	"hrlaura4_776_77_2.wav"
"363"	"1152"	"end"	"77"	NA	"bad"	"EH1"	0.2	"UW1"	0.08	3	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"use"	"How dull it is to pause, to make an end, \nTo rust unburnish'd, not to shine in use!"	48	50	"hrlaura4_1152_77_2.wav"
"364"	"1148"	"end"	"77"	NA	"bad"	"EH1"	0.13	"UW1"	0.06	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"use"	"How dull it is to pause, to make an end, \nTo rust unburnish'd, not to shine in use!"	48	39	"hrlaura4_1148_77_2.wav"
"365"	"924"	"end"	"77"	NA	"bad"	"EH1"	0.18	"UW1"	0.13	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"use"	"How dull it is to pause, to make an end, \nTo rust unburnish'd, not to shine in use!"	48	28	"hrlaura4_924_77_2.wav"
"366"	"1154"	"end"	"75"	NA	"bad"	"N"	0.11	"AH1"	0.16	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"done"	"Death closes all: but something ere the end, \nSome work of noble note may yet be done"	48	66	"hrlaura4_1154_75_2.wav"
"367"	"1017"	"end"	"77"	NA	"bad"	"EH1"	0.18	"UW1"	0.06	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"use"	"How dull it is to pause, to make an end, \nTo rust unburnish'd, not to shine in use!"	48	11	"hrlaura4_1017_77_2.wav"
"368"	"1137"	"end"	"77"	NA	"bad"	"EH1"	0.2	"UW1"	0.03	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"use"	"How dull it is to pause, to make an end, \nTo rust unburnish'd, not to shine in use!"	48	68	"hrlaura4_1137_77_2.wav"
"369"	"1116"	"end"	"77"	NA	"bad"	"EH1"	0.19	"UW1"	0.07	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"use"	"How dull it is to pause, to make an end, \nTo rust unburnish'd, not to shine in use!"	48	35	"hrlaura4_1116_77_2.wav"
"370"	"930"	"end"	"77"	NA	"bad"	"EH1"	0.16	"UW1"	0.03	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"use"	"How dull it is to pause, to make an end, \nTo rust unburnish'd, not to shine in use!"	48	32	"hrlaura4_930_77_2.wav"
"371"	"945"	"end"	"75"	NA	"bad"	"N"	0.14	"AH1"	0.08	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"done"	"Death closes all: but something ere the end, \nSome work of noble note may yet be done"	48	12	"hrlaura4_945_75_2.wav"
"372"	"1138"	"end"	"77"	NA	"bad"	"EH1"	0.18	"UW1"	0.03	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"use"	"How dull it is to pause, to make an end, \nTo rust unburnish'd, not to shine in use!"	48	65	"hrlaura4_1138_77_2.wav"
"373"	"1133"	"end"	"77"	NA	"bad"	"EH1"	0.2	"UW1"	0.05	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"use"	"How dull it is to pause, to make an end, \nTo rust unburnish'd, not to shine in use!"	48	42	"hrlaura4_1133_77_2.wav"
"374"	"1017"	"end"	"75"	NA	"bad"	"N"	0.15	"AH1"	0.2	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"done"	"Death closes all: but something ere the end, \nSome work of noble note may yet be done"	48	23	"hrlaura4_1017_75_2.wav"
"375"	"1116"	"end"	"75"	NA	"bad"	"N"	0.09	"AH1"	0.12	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"done"	"Death closes all: but something ere the end, \nSome work of noble note may yet be done"	48	72	"hrlaura4_1116_75_2.wav"
"376"	"1154"	"end"	"77"	NA	"bad"	"EH1"	0.2	"UW1"	0.05	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"use"	"How dull it is to pause, to make an end, \nTo rust unburnish'd, not to shine in use!"	48	34	"hrlaura4_1154_77_2.wav"
"377"	"924"	"end"	"75"	NA	"bad"	"N"	0.11	"AH1"	0.14	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"done"	"Death closes all: but something ere the end, \nSome work of noble note may yet be done"	48	68	"hrlaura4_924_75_2.wav"
"378"	"1079"	"end"	"77"	NA	"bad"	"EH1"	0.14	"UW1"	0.07	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"use"	"How dull it is to pause, to make an end, \nTo rust unburnish'd, not to shine in use!"	48	4	"hrlaura4_1079_77_2.wav"
"379"	"1137"	"end"	"75"	NA	"bad"	"N"	0.11	"AH1"	0.15	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"done"	"Death closes all: but something ere the end, \nSome work of noble note may yet be done"	48	19	"hrlaura4_1137_75_2.wav"
"380"	"1148"	"end"	"75"	NA	"bad"	"N"	0.12	"AH1"	0.08	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"done"	"Death closes all: but something ere the end, \nSome work of noble note may yet be done"	48	7	"hrlaura4_1148_75_2.wav"
"381"	"1133"	"end"	"75"	NA	"bad"	"N"	0.12	"AH1"	0.08	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"done"	"Death closes all: but something ere the end, \nSome work of noble note may yet be done"	48	60	"hrlaura4_1133_75_2.wav"
"382"	"945"	"end"	"77"	NA	"bad"	"EH1"	0.1	"UW1"	0.05	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"use"	"How dull it is to pause, to make an end, \nTo rust unburnish'd, not to shine in use!"	48	25	"hrlaura4_945_77_2.wav"
"383"	"1138"	"end"	"75"	NA	"bad"	"N"	0.08	"AH1"	0.1	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"done"	"Death closes all: but something ere the end, \nSome work of noble note may yet be done"	48	13	"hrlaura4_1138_75_2.wav"
"384"	"1079"	"end"	"75"	NA	"bad"	"N"	0.11	"AH1"	0.13	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"done"	"Death closes all: but something ere the end, \nSome work of noble note may yet be done"	48	36	"hrlaura4_1079_75_2.wav"
"385"	"1140"	"end"	"77"	NA	"bad"	"EH1"	0.11	"UW1"	0.05	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"use"	"How dull it is to pause, to make an end, \nTo rust unburnish'd, not to shine in use!"	48	9	"hrlaura4_1140_77_2.wav"
"386"	"1135"	"end"	"75"	NA	"bad"	"N"	0.13	"AH1"	0.19	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"done"	"Death closes all: but something ere the end, \nSome work of noble note may yet be done"	48	70	"hrlaura4_1135_75_2.wav"
"387"	"776"	"end"	"75"	NA	"bad"	"N"	0.12	"AH1"	0.13	3	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"done"	"Death closes all: but something ere the end, \nSome work of noble note may yet be done"	48	11	"hrlaura4_776_75_2.wav"
"388"	"1135"	"end"	"77"	NA	"bad"	"EH1"	0.17	"UW1"	0.06	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"use"	"How dull it is to pause, to make an end, \nTo rust unburnish'd, not to shine in use!"	48	60	"hrlaura4_1135_77_2.wav"
"389"	"1152"	"end"	"75"	NA	"bad"	"N"	0.14	"AH1"	0.16	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"done"	"Death closes all: but something ere the end, \nSome work of noble note may yet be done"	48	20	"hrlaura4_1152_75_2.wav"
"390"	"930"	"everywhere"	"81"	NA	"bad"	"EH2"	0.12	"AW1"	0.14	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"drowned"	"The blood-dimmed tide is loosed, and everywhere \nThe ceremony of innocence is drowned"	1	3	"hrlaura4_930_81_2.wav"
"391"	"1116"	"everywhere"	"81"	NA	"bad"	"EH2"	0.2	"AW1"	0.15	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"drowned"	"The blood-dimmed tide is loosed, and everywhere \nThe ceremony of innocence is drowned"	1	34	"hrlaura4_1116_81_2.wav"
"392"	"924"	"everywhere"	"81"	NA	"bad"	"EH2"	0.2	"AW1"	0.32	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"drowned"	"The blood-dimmed tide is loosed, and everywhere \nThe ceremony of innocence is drowned"	1	76	"hrlaura4_924_81_2.wav"
"393"	"1154"	"everywhere"	"81"	NA	"bad"	"EH2"	0.13	"AW1"	0.15	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"drowned"	"The blood-dimmed tide is loosed, and everywhere \nThe ceremony of innocence is drowned"	1	25	"hrlaura4_1154_81_2.wav"
"394"	"1138"	"everywhere"	"81"	NA	"bad"	"EH2"	0.17	"AW1"	0.23	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"drowned"	"The blood-dimmed tide is loosed, and everywhere \nThe ceremony of innocence is drowned"	1	24	"hrlaura4_1138_81_2.wav"
"395"	"1079"	"everywhere"	"81"	NA	"bad"	"EH2"	0.1	"AW1"	0.15	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"drowned"	"The blood-dimmed tide is loosed, and everywhere \nThe ceremony of innocence is drowned"	1	73	"hrlaura4_1079_81_2.wav"
"396"	"1140"	"everywhere"	"81"	NA	"bad"	"EH2"	0.07	"AW1"	0.15	2	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"drowned"	"The blood-dimmed tide is loosed, and everywhere \nThe ceremony of innocence is drowned"	1	45	"hrlaura4_1140_81_2.wav"
"397"	"1017"	"everywhere"	"81"	NA	"bad"	"EH2"	0.16	"AW1"	0.18	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"drowned"	"The blood-dimmed tide is loosed, and everywhere \nThe ceremony of innocence is drowned"	1	47	"hrlaura4_1017_81_2.wav"
"398"	"1133"	"everywhere"	"81"	NA	"bad"	"EH2"	0.18	"AW1"	0.22	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"drowned"	"The blood-dimmed tide is loosed, and everywhere \nThe ceremony of innocence is drowned"	1	29	"hrlaura4_1133_81_2.wav"
"399"	"1137"	"everywhere"	"81"	NA	"bad"	"EH2"	0.15	"AW1"	0.19	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"drowned"	"The blood-dimmed tide is loosed, and everywhere \nThe ceremony of innocence is drowned"	1	46	"hrlaura4_1137_81_2.wav"
"400"	"776"	"everywhere"	"81"	NA	"bad"	"EH2"	0.08	"AW1"	0.18	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"drowned"	"The blood-dimmed tide is loosed, and everywhere \nThe ceremony of innocence is drowned"	1	50	"hrlaura4_776_81_2.wav"
"401"	"1135"	"everywhere"	"81"	NA	"bad"	"EH2"	0.21	"AW1"	0.23	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"drowned"	"The blood-dimmed tide is loosed, and everywhere \nThe ceremony of innocence is drowned"	1	41	"hrlaura4_1135_81_2.wav"
"402"	"945"	"everywhere"	"81"	NA	"bad"	"EH2"	0.05	"AW1"	0.18	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"drowned"	"The blood-dimmed tide is loosed, and everywhere \nThe ceremony of innocence is drowned"	1	62	"hrlaura4_945_81_2.wav"
"403"	"1152"	"everywhere"	"81"	NA	"bad"	"EH2"	0.22	"AW1"	0.23	1	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"drowned"	"The blood-dimmed tide is loosed, and everywhere \nThe ceremony of innocence is drowned"	1	2	"hrlaura4_1152_81_2.wav"
"404"	"1148"	"everywhere"	"81"	NA	"bad"	"EH2"	0.06	"AW1"	0.13	4	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"drowned"	"The blood-dimmed tide is loosed, and everywhere \nThe ceremony of innocence is drowned"	1	32	"hrlaura4_1148_81_2.wav"
"405"	"990"	"explosion"	"77"	NA	"good"	"OW1"	0.09	"OW1"	0.08	7	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"erosion"	"Bang, crash, bang! The pipe's explosion \nCauses havoc and erosion"	5	78	"hrlaura4_990_77_1.wav"
"406"	"336"	"explosion"	"77"	NA	"good"	"OW1"	0.11	"OW1"	0.12	6	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"erosion"	"Bang, crash, bang! The pipe's explosion \nCauses havoc and erosion"	5	76	"hrlaura4_336_77_1.wav"
"407"	"944"	"explosion"	"77"	NA	"good"	"OW1"	0.11	"OW1"	0.11	7	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"erosion"	"Bang, crash, bang! The pipe's explosion \nCauses havoc and erosion"	5	50	"hrlaura4_944_77_1.wav"
"408"	"974"	"explosion"	"77"	NA	"good"	"OW1"	0.15	"OW1"	0.13	7	"Please rate this couplet based on how acceptable you find the rhyme at the end of the line, \n with 1=totally Unacceptable (not a rhyme at all) and 7=totally acceptable (a good rhyme)."	NA	NA	"erosion"	"Bang, crash, bang! The pipe's explosion \nCauses havoc and erosion"	5	64	"hrlaura4_974_77_1.wav"
