id	gender	word	v	c1	c2	syldur	cdur	vdur	precbound	folbound	speechrate	fromstart	fromend	speaker	func	folacc	voic
29_fumée	F	fumée	y	f	m	92	92	0	-	-	8.90198	4	3	F04R	c	FALSE	FALSE
2_super	F	super	y	s	p	92	92	0	1	-	5.69122	0	3	F14L	c	FALSE	FALSE
2_tu_pouvais	M	tu	y	t	p	134	134	0	2	-	6.51825	0	3	M09R	f	FALSE	FALSE
300_tu_parles	F	tu	y	t	p	140	121	19	-	-	6.42067	1	1	F06R	f	TRUE	TRUE
301_qui_ne	F	qui	i	k	n	68	53	15	1	-	7.5334	0	5	F05R	f	FALSE	TRUE
302_financement	M	financement	i	f	n	96	96	0	-	-	6.57948	2	4	M22R	c	FALSE	FALSE
303_tu_connaissais	M	tu	y	t	k	42	42	0	2	-	11.20116	0	5	M20R	f	FALSE	FALSE
304_tu_demandes	M	tu	y	t	d	120	92	28	-	-	8.92226	1	5	M22R	f	FALSE	TRUE
305_cigarette	M	cigarette	i	s	g	135	135	0	-	2	7.02284	3	2	M21L	c	FALSE	FALSE
305_tu_te	F	tu	y	t	t	122	108	14	2	-	5.37048	0	1	F14R	f	TRUE	TRUE
30_poupée	M	poupée	u	p	p	86	61	25	-	-	9.1409	4	3	M01R	c	FALSE	TRUE
30_tu_te	M	tu	y	t	t	130	104	26	-	-	6.28231	2	1	M22R	f	TRUE	TRUE
311_continues	F	continues	i	t	n	107	83	24	-	1	8.50336	3	1	F04R	c	TRUE	TRUE
311_tu_démarres	M	tu	y	t	d	120	65	55	1	-	4.52111	0	2	M01R	f	FALSE	TRUE
313_étudiants	M	étudiants	y	t	d	134	106	28	-	1	8.29016	3	1	M19L	c	TRUE	TRUE
316_tu_pouvais	M	tu	y	t	p	120	120	0	-	-	7.60054	1	4	M02R	f	FALSE	FALSE
317_capitale	M	capitale	i	p	t	128	128	0	-	1	6.28591	3	1	M23R	c	TRUE	FALSE
319_puma	F	puma	y	p	m	174	174	0	-	2	6.25044	1	1	F06R	c	TRUE	FALSE
319_si_tu	F	si	i	s	t	126	120	6	2	-	6.96941	0	2	F03L	f	FALSE	TRUE
31_fumaient	F	fumaient	y	f	m	202	174	28	-	1	5.97128	1	1	F14R	c	TRUE	TRUE
31_qui_t_	F	qui	i	k	t	85	48	37	1	-	5.33239	0	2	F16R	f	FALSE	TRUE
320_documentaires	M	documentaires	y	k	m	92	75	17	-	2	7.38182	2	2	M21L	c	FALSE	TRUE
322_accidents	F	accidents	i	s	d	135	85	50	-	2	6.96855	5	1	F03L	c	TRUE	TRUE
323_occidentales	F	occidentales	i	s	d	101	101	0	-	1	8.48356	6	2	F10R	c	FALSE	FALSE
326_occuper	F	occuper	y	k	p	88	88	0	2	-	7.31896	1	4	F12R	c	FALSE	FALSE
326_si_tu	F	si	i	s	t	175	126	49	2	-	4.35047	0	2	F05L	f	FALSE	TRUE
328_tu_dis	F	tu	y	t	d	128	128	0	-	-	6.61442	1	1	F16R	f	TRUE	FALSE
329_tu_peux	F	tu	y	t	p	86	75	11	2	-	7.24852	0	1	F05L	f	TRUE	TRUE
331_documents	F	documents	y	k	m	113	113	0	-	1	8.19381	3	1	F06L	c	TRUE	FALSE
332_tu_te	F	tu	y	t	t	108	77	31	2	-	8.85419	0	5	F16R	f	FALSE	TRUE
333_tu_t_	F	tu	y	t	t	127	95	32	-	-	4.02833	1	3	F12R	f	FALSE	TRUE
335_affinant	F	affinant	i	f	n	170	170	0	-	1	5.85191	2	1	F14R	c	TRUE	FALSE
337_maximum	F	maximum	i	s	m	144	144	0	1	-	5.78069	1	4	F08L	c	FALSE	FALSE
337_tu_t_	F	tu	y	t	t	84	29	55	2	-	5.88904	0	4	F16R	f	FALSE	TRUE
338_considéré	M	considéré	i	s	d	124	86	38	1	1	8.34315	1	2	M18R	c	FALSE	TRUE
33_supporter	M	supporter	y	s	p	120	107	13	-	2	6.04786	2	2	M23R	c	FALSE	TRUE
33_tu_peux	F	tu	y	t	p	169	169	0	-	-	6.07406	1	2	F06R	f	FALSE	FALSE
340_réputation	F	réputation	y	p	t	117	85	32	-	-	7.98339	2	4	F03L	c	FALSE	TRUE
340_tu_peux	F	tu	y	t	p	67	67	0	2	-	8.78236	0	7	F13L	f	FALSE	FALSE
341_étudiante	F	étudiante	y	t	d	146	116	30	-	2	5.63323	4	1	F16L	c	TRUE	TRUE
341_si_tu	F	si	i	s	t	66	66	0	1	-	6.40231	0	4	F16R	f	FALSE	FALSE
342_tu_peux	F	tu	y	t	p	143	121	22	-	-	5.96194	2	1	F08L	f	TRUE	TRUE
343_tu_peux	M	tu	y	t	p	95	95	0	1	-	6.19643	0	2	M22L	f	FALSE	FALSE
344_citations	F	citations	i	s	t	107	85	22	-	1	7.70542	1	2	F04R	c	FALSE	TRUE
345_public	M	public	y	p	b	127	70	57	-	2	5.51367	1	1	M01R	c	TRUE	TRUE
345_tu_me	F	tu	y	t	m	131	131	0	2	-	5.80805	0	2	F16R	f	FALSE	FALSE
348_fini	M	fini	i	f	n	144	108	36	-	2	7.1027	1	1	M19R	c	TRUE	TRUE
349_écouter	M	écouter	u	k	t	153	126	27	-	2	6.43196	3	1	M01L	c	TRUE	TRUE
34_tu_peux	M	tu	y	t	p	80	80	0	2	-	8.46036	0	3	M23L	f	FALSE	FALSE
351_bâtiment	F	bâtiment	i	t	m	88	88	0	1	-	7.87198	1	3	F08L	c	FALSE	FALSE
352_fini	M	fini	i	f	n	111	86	25	-	2	8.12617	3	1	M11L	c	TRUE	TRUE
352_tu_peux	F	tu	y	t	p	103	89	14	2	-	7.24108	0	7	F10L	f	FALSE	TRUE
353_si_tu	M	si	i	s	t	214	190	24	1	-	6.4218	0	4	M21R	f	FALSE	TRUE
354_si_t_	M	si	i	s	t	134	134	0	1	-	7.46834	0	4	M02R	f	FALSE	FALSE
355_étudiants	M	étudiants	y	t	d	174	134	40	-	2	4.48592	2	1	M17L	c	TRUE	TRUE
355_tu_passes	M	tu	y	t	p	123	123	0	1	-	7.58686	0	6	M20L	f	FALSE	FALSE
357_puma	F	puma	y	p	m	121	102	19	-	2	8.35949	2	1	F06L	c	TRUE	TRUE
358_coupez	M	coupez	u	k	p	106	106	0	-	-	6.62801	2	2	M11L	c	FALSE	FALSE
358_tu_peux	M	tu	y	t	p	111	111	0	2	-	5.61374	0	4	M09R	f	FALSE	FALSE
359_possibilités	M	possibilités	i	s	b	134	119	15	-	2	5.96207	2	3	M09R	c	FALSE	TRUE
360_cigarette	F	cigarette	i	s	g	152	120	32	-	1	7.17905	1	1	F13R	c	TRUE	TRUE
363_discuté	F	discuté	y	k	t	60	39	21	-	1	9.88816	3	1	F16R	c	TRUE	TRUE
364_incidence	F	incidence	i	s	d	143	127	16	1	2	5.75588	1	1	F03L	c	TRUE	TRUE
366_cigarette	F	cigarette	i	s	g	153	140	13	-	1	6.71823	2	2	F07L	c	FALSE	TRUE
367_coûtait	F	coûtait	u	k	t	96	96	0	-	1	9.4656	1	1	F06R	c	TRUE	FALSE
369_qui_tombent	F	qui	i	k	t	88	29	59	-	-	5.39936	3	1	F03L	f	TRUE	TRUE
36_quitté	F	quitté	i	k	t	153	122	31	-	2	6.67823	2	1	F10L	c	TRUE	TRUE
371_qui_paie	F	qui	i	k	p	120	82	38	1	-	7.36815	0	3	F08L	f	FALSE	TRUE
372_occupait	F	occupait	y	k	p	104	54	50	1	-	6.32659	1	4	F07R	c	FALSE	TRUE
373_final	F	final	i	f	n	103	103	0	-	1	8.24099	2	1	F08R	c	TRUE	FALSE
379_qui_nous	M	qui	i	k	n	74	74	0	1	-	6.06029	0	3	M17R	f	FALSE	FALSE
37_principale	F	principale	i	s	p	92	75	17	-	-	8.16689	4	4	F16L	c	FALSE	TRUE
37_tu_peux	M	tu	y	t	p	98	98	0	1	-	11.31013	0	3	M19R	f	FALSE	FALSE
382_qui_me	F	qui	i	k	m	73	63	10	1	-	6.75041	0	3	F06R	f	FALSE	TRUE
383_décidée	M	décidée	i	s	d	176	145	31	-	2	8.27056	4	1	M23R	c	TRUE	TRUE
384_fatiguant	F	fatiguant	i	t	g	156	133	23	-	2	7.5975	2	1	F10R	c	TRUE	TRUE
386_dépité	M	dépité	i	p	t	173	173	0	1	2	5.26625	1	1	M15L	c	TRUE	FALSE
386_si_tu	F	si	i	s	t	99	99	0	2	-	7.64465	0	1	F16L	f	TRUE	FALSE
387_accoutumance	F	accoutumance	u	k	t	117	78	39	-	2	6.77501	1	2	F08L	c	FALSE	TRUE
38_si_moi	F	si	i	s	m	96	81	15	1	-	8.32833	0	1	F16L	f	TRUE	TRUE
391_foutu	M	foutu	u	f	t	96	96	0	-	-	9.34871	6	3	M22R	c	FALSE	FALSE
391_si_de	F	si	i	s	d	73	73	0	-	-	9.0697	1	4	F10R	f	FALSE	FALSE
396_situation	M	situation	i	s	t	93	93	0	-	-	7.36018	1	4	M17R	c	FALSE	FALSE
398_attitude	F	attitude	i	t	t	134	109	25	-	2	7.06039	3	1	F10L	c	TRUE	TRUE
399_fidèle	M	fidèle	i	f	d	116	116	0	-	1	7.68679	3	1	M23L	c	TRUE	FALSE
39_tu_te	F	tu	y	t	t	65	31	34	2	-	5.47587	0	2	F03L	f	FALSE	TRUE
3_fumer	M	fumer	y	f	m	231	191	40	1	-	4.06633	0	1	M21L	c	TRUE	TRUE
3_tu_crois	F	tu	y	t	k	113	63	50	2	-	8.20191	0	1	F07L	f	TRUE	TRUE
401_signer	F	signer	i	s	n	107	107	0	-	-	8.35087	3	5	F07L	c	FALSE	FALSE
404_qui_gueulent	F	qui	i	k	g	172	155	17	1	-	4.8102	0	3	F06R	f	FALSE	TRUE
407_public	M	public	y	p	b	125	77	48	-	1	6.62254	1	1	M09L	c	TRUE	TRUE
40_people	M	people	i	p	p	101	36	65	-	1	6.44343	4	1	M19L	c	TRUE	TRUE
415_publique	F	publique	y	p	b	76	52	24	-	2	6.54212	3	1	F10R	c	TRUE	TRUE
416_étudiants	M	étudiants	y	t	d	137	110	27	-	1	7.78642	5	1	M19L	c	TRUE	TRUE
416_si_bon	F	si	i	s	b	155	118	37	2	-	6.16668	0	1	F06L	f	TRUE	TRUE
417_trafiquants	M	trafiquants	i	f	k	84	84	0	-	2	9.25829	4	1	M09R	c	TRUE	FALSE
419_cigarettes	M	cigarettes	i	s	g	140	140	0	-	2	5.82596	1	2	M23L	c	FALSE	FALSE
420_décidé	M	décidé	i	s	d	134	118	16	-	-	7.43907	4	5	M23L	c	FALSE	TRUE
421_réputation	M	réputation	y	p	t	145	145	0	-	-	8.31271	4	4	M20L	c	FALSE	FALSE
422_si_tout	F	si	i	s	t	158	117	41	2	-	5.63429	0	2	F13L	f	FALSE	TRUE
42_continuer	M	continuer	i	t	n	117	91	26	-	1	6.58218	2	1	M23R	c	TRUE	TRUE
430_si_tu	F	si	i	s	t	142	123	19	2	-	8.39609	0	2	F16L	f	FALSE	TRUE
431_qui_dérange	M	qui	i	k	d	105	105	0	1	-	6.0538	0	2	M11L	f	FALSE	FALSE
432_pratiquer	M	pratiquer	i	t	k	138	138	0	-	1	7.09365	2	1	M15L	c	TRUE	FALSE
438_coupé	M	coupé	u	k	p	138	138	0	-	-	6.61525	3	5	M19R	c	FALSE	FALSE
441_occuper	F	occuper	y	k	p	94	94	0	2	-	7.33179	1	4	F12R	c	FALSE	FALSE
442_écouté	F	écouté	u	k	t	131	107	24	-	2	7.53158	2	1	F03R	c	TRUE	TRUE
448_cigare	F	cigare	i	s	g	229	178	51	-	1	5.27814	1	1	F14L	c	TRUE	TRUE
448_si_déjà	M	si	i	s	d	100	88	12	2	-	9.93107	0	2	M22R	f	FALSE	TRUE
450_cité	M	cité	i	s	t	133	113	20	-	2	7.76862	2	1	M11L	c	TRUE	TRUE
453_poupée	F	poupée	u	p	p	140	103	37	-	2	8.10232	3	1	F13L	c	TRUE	TRUE
455_typique	F	typique	i	t	p	149	135	14	-	1	6.28349	2	1	F14R	c	TRUE	TRUE
458_champignon	F	champignon	i	p	n	120	98	22	-	-	7.65416	2	6	F03L	c	FALSE	TRUE
459_continues	F	continues	i	t	n	82	82	0	-	1	7.88874	4	1	F04L	c	TRUE	FALSE
45_quotidien	M	quotidien	i	t	d	135	115	20	-	1	6.22621	5	1	M19L	c	TRUE	TRUE
461_qui_t_	M	qui	i	k	t	143	104	39	1	-	6.24656	0	2	M09L	f	FALSE	TRUE
461_tuteurs	F	tuteurs	y	t	t	114	114	0	-	1	8.59028	2	1	F10L	c	TRUE	FALSE
464_cigare	F	cigare	i	s	g	169	146	23	2	1	5.33321	0	1	F14R	c	TRUE	TRUE
46_difficulté	M	difficulté	i	f	k	154	113	41	-	1	7.55419	2	2	M15R	c	FALSE	TRUE
46_tu_te	M	tu	y	t	t	133	133	0	-	-	5.34105	1	2	M23L	f	FALSE	FALSE
471_public	M	public	y	p	b	91	64	27	-	2	6.04661	5	1	M19L	c	TRUE	TRUE
476_continuer	F	continuer	i	t	n	128	115	13	-	-	6.68521	3	3	F05R	c	FALSE	TRUE
47_public	M	public	y	p	b	66	28	38	-	2	6.01749	3	1	M23L	c	TRUE	TRUE
47_tu_te	F	tu	y	t	t	174	138	36	2	-	5.81069	0	3	F16R	f	FALSE	TRUE
481_principal	M	principal	i	s	p	143	134	9	-	2	7.19221	5	1	M15L	c	TRUE	TRUE
481_si_mon	F	si	i	s	m	131	110	21	1	-	6.94253	0	4	F06L	f	FALSE	TRUE
488_signataire	M	signataire	i	s	n	219	197	22	2	2	3.96791	0	2	M01L	c	FALSE	TRUE
48_si_tu	F	si	i	s	t	114	65	49	2	-	6.19351	0	2	F10L	f	FALSE	TRUE
493_fini	M	fini	i	f	n	145	128	17	-	2	6.41016	3	1	M21R	c	TRUE	TRUE
496_qui_craquent	M	qui	i	k	k	173	173	0	1	-	6.11962	0	1	M01L	f	TRUE	FALSE
49_principales	M	principales	i	s	p	116	93	23	-	2	6.28559	4	1	M02L	c	TRUE	TRUE
500_supporters	M	supporters	y	s	p	100	100	0	-	1	6.62701	3	2	M23R	c	FALSE	FALSE
507_poupées	F	poupées	u	p	p	145	130	15	-	2	7.3515	1	1	F06R	c	TRUE	TRUE
50_quitter	M	quitter	i	k	t	112	112	0	-	2	6.01814	4	1	M21R	c	TRUE	FALSE
50_tu_manges	F	tu	y	t	m	115	80	35	-	-	6.81616	1	1	F16L	f	TRUE	TRUE
510_si_t_	M	si	i	s	t	111	93	18	2	-	7.18259	0	2	M09R	f	FALSE	TRUE
511_discutait	F	discutait	y	k	t	74	31	43	-	1	9.17818	3	1	F16R	c	TRUE	TRUE
515_fixée	F	fixée	i	f	k	161	131	30	-	1	9.69391	2	1	F13R	c	TRUE	TRUE
516_qui_pourrissent	M	qui	i	k	p	74	71	3	2	-	6.59919	0	4	M22R	f	FALSE	TRUE
517_publicité	M	publicité	y	p	b	151	98	53	-	-	6.37901	1	6	M18R	c	FALSE	TRUE
519_documentaire	F	documentaire	y	k	m	157	146	11	-	1	7.22588	3	2	F06R	c	FALSE	TRUE
521_signé	M	signé	i	s	n	125	125	0	-	-	8.77365	2	3	M01L	c	FALSE	FALSE
523_si_tu	F	si	i	s	t	52	52	0	2	-	10.0477	0	2	F05L	f	FALSE	FALSE
526_occupé	M	occupé	y	k	p	117	74	43	-	-	8.71705	3	5	M17L	c	FALSE	TRUE
52_qui_peuvent	M	qui	i	k	p	79	79	0	2	-	8.33068	0	8	M20L	f	FALSE	FALSE
531_qui_descend	F	qui	i	k	d	124	124	0	1	-	5.21571	0	1	F06R	f	TRUE	FALSE
535_coupé	F	coupé	u	k	p	119	80	39	-	2	7.30649	2	1	F10L	c	TRUE	TRUE
540_supplémentaires	F	supplémentaires	y	s	p	143	121	22	1	2	4.95434	0	3	F03R	c	FALSE	TRUE
543_tutorat	M	tutorat	y	t	t	109	103	6	-	1	8.01834	3	2	M21L	c	FALSE	TRUE
546_considère	M	considère	i	s	d	104	104	0	-	-	8.07329	4	4	M02L	c	FALSE	FALSE
547_critiqué	F	critiqué	i	t	k	140	100	40	-	1	9.35353	4	1	F04L	c	TRUE	TRUE
54_matinée	M	matinée	i	t	n	100	100	0	-	1	10.72039	3	1	M17R	c	TRUE	FALSE
54_tu_dois	M	tu	y	t	d	51	51	0	2	-	7.2698	0	4	M23R	f	FALSE	FALSE
551_cinéma	M	cinéma	i	s	n	147	126	21	-	2	7.94748	1	2	M21R	c	FALSE	TRUE
555_dessiner	F	dessiner	i	s	n	157	157	0	-	2	7.17046	2	1	F06L	c	TRUE	FALSE
55_tu_te	F	tu	y	t	t	134	134	0	-	-	6.27797	1	3	F03L	f	FALSE	FALSE
561_efficaces	M	efficaces	i	f	k	157	107	50	-	2	4.95919	4	1	M23L	c	TRUE	TRUE
563_qui_crée	M	qui	i	k	k	140	108	32	1	-	5.05642	0	3	M23R	f	FALSE	TRUE
564_si_tu	M	si	i	s	t	151	151	0	2	-	5.89035	0	6	M01L	f	FALSE	FALSE
56_tu_prends	M	tu	y	t	p	86	86	0	2	-	7.79356	0	4	M18L	f	FALSE	FALSE
570_fidélité	F	fidélité	i	f	d	101	101	0	-	2	8.20842	2	3	F16R	c	FALSE	FALSE
573_fini	M	fini	i	f	n	133	133	0	-	2	5.61306	2	1	M15R	c	TRUE	FALSE
573_si_t_	M	si	i	s	t	151	116	35	2	-	5.26248	0	2	M02L	f	FALSE	TRUE
574_quotidien	M	quotidien	i	t	d	117	108	9	-	1	7.73329	5	1	M22R	c	TRUE	TRUE
578_recyclé	F	recyclé	i	s	k	140	128	12	-	1	5.62277	2	1	F12L	c	TRUE	TRUE
57_super	F	super	y	s	p	169	153	16	-	-	5.5112	1	2	F06R	c	FALSE	TRUE
57_tu_parles	M	tu	y	t	p	159	94	65	-	-	6.86605	2	1	M21L	f	TRUE	TRUE
581_si_t_	M	si	i	s	t	146	107	39	2	-	7.21037	0	4	M09R	f	FALSE	TRUE
585_attitude	M	attitude	i	t	t	145	107	38	-	2	6.22259	2	1	M01R	c	TRUE	TRUE
587_supporters	M	supporters	y	s	p	119	119	0	-	1	5.43694	3	2	M23R	c	FALSE	FALSE
588_si_tu	F	si	i	s	t	53	53	0	-	-	9.18205	1	2	F04L	f	FALSE	FALSE
595_foutue	F	foutue	u	f	t	167	135	32	-	2	4.6134	5	1	F03R	c	TRUE	TRUE
5_super	M	super	y	s	p	153	145	8	-	-	6.77822	3	2	M17R	c	FALSE	TRUE
5_tu_te	F	tu	y	t	t	115	82	33	2	-	5.39513	0	2	F08R	f	FALSE	TRUE
600_infinis	F	infinis	i	f	n	211	150	61	2	2	6.63322	1	1	F07R	c	TRUE	TRUE
602_si_tu	M	si	i	s	t	122	122	0	2	-	8.36831	0	2	M11L	f	FALSE	FALSE
604_dépité	M	dépité	i	p	t	191	122	69	-	2	5.6503	3	1	M15L	c	TRUE	TRUE
606_cinémas	M	cinémas	i	s	n	95	95	0	-	2	7.54871	4	2	M20L	c	FALSE	FALSE
607_constitutionnel	F	constitutionnel	i	t	t	82	33	49	-	2	6.89362	3	3	F04L	c	FALSE	TRUE
608_si_tu	F	si	i	s	t	135	114	21	-	-	9.71432	1	7	F16R	f	FALSE	TRUE
609_quitter	F	quitter	i	k	t	109	48	61	1	2	4.21815	0	1	F12L	c	TRUE	TRUE
60_étudie	M	étudie	y	t	d	95	73	22	2	-	7.12042	1	3	M15L	c	FALSE	TRUE
60_qui_tombent	F	qui	i	k	t	49	13	36	1	-	6.77465	0	1	F03L	f	TRUE	TRUE
610_capitale	M	capitale	i	p	t	137	85	52	1	1	6.16056	1	1	M19L	c	TRUE	TRUE
614_décidé	F	décidé	i	s	d	137	114	23	-	1	7.17936	4	1	F16R	c	TRUE	TRUE
615_écoutais	F	écoutais	u	k	t	119	76	43	-	1	8.83647	2	1	F03L	c	TRUE	TRUE
622_qui_profitent	M	qui	i	k	p	86	50	36	1	-	6.62224	0	2	M18L	f	FALSE	TRUE
622_supérieure	M	supérieure	y	s	p	76	76	0	-	-	10.11663	2	8	M20R	c	FALSE	FALSE
623_institut	M	institut	i	t	t	99	49	50	2	1	6.85652	1	1	M20L	c	TRUE	TRUE
624_poubelle	F	poubelle	u	p	b	158	128	30	-	1	6.5476	2	1	F12L	c	TRUE	TRUE
625_assumer	M	assumer	y	s	m	158	125	33	-	1	7.62579	4	1	M15R	c	TRUE	TRUE
627_si_moi	M	si	i	s	m	94	94	0	2	-	7.40156	0	3	M22L	f	FALSE	FALSE
62_si_t_	M	si	i	s	t	145	94	51	2	-	6.61743	0	5	M09L	f	FALSE	TRUE
630_supporter	M	supporter	y	s	p	108	108	0	-	1	7.71242	2	2	M23R	c	FALSE	FALSE
636_si_tu	F	si	i	s	t	143	143	0	2	-	9.35345	0	2	F16L	f	FALSE	FALSE
642_tickets	M	tickets	i	t	k	67	67	0	-	-	7.2771	3	6	M22L	c	FALSE	FALSE
644_sensibilité	M	sensibilité	i	s	b	121	109	12	-	2	8.41577	4	2	M15L	c	FALSE	TRUE
644_si_tu	M	si	i	s	t	121	121	0	2	-	6.85729	0	3	M11L	f	FALSE	FALSE
646_fini	M	fini	i	f	n	112	112	0	-	1	8.03868	3	1	M21R	c	TRUE	FALSE
64_particulier	M	particulier	i	t	k	78	54	24	-	2	9.75348	10	2	M02L	c	FALSE	TRUE
651_pizzerias	F	pizzerias	i	p	d	154	154	0	1	-	7.93756	0	5	F16R	c	FALSE	FALSE
652_si_tu	M	si	i	s	t	136	136	0	-	-	8.26638	1	7	M21L	f	FALSE	FALSE
656_si_tu	F	si	i	s	t	106	106	0	2	-	10.19922	0	2	F16L	f	FALSE	FALSE
65_publié	M	publié	y	p	b	154	134	20	-	1	7.98662	3	1	M23R	c	TRUE	TRUE
65_qui_dit	F	qui	i	k	d	85	85	0	1	-	9.79352	0	1	F16R	f	TRUE	FALSE
660_situation	M	situation	i	s	t	97	97	0	-	1	6.34975	1	2	M21R	c	FALSE	FALSE
662_supporter	M	supporter	y	s	p	130	130	0	-	1	7.42708	5	2	M23R	c	FALSE	FALSE
664_finir	F	finir	i	f	n	149	137	12	-	1	6.38163	1	1	F07R	c	TRUE	TRUE
666_foutue	F	foutue	u	f	t	192	151	41	-	2	4.54477	3	1	F03R	c	TRUE	TRUE
668_récupères	M	récupères	y	k	p	140	86	54	-	1	6.21176	2	1	M17L	c	TRUE	TRUE
66_fumer	M	fumer	y	f	m	121	121	0	-	2	7.0043	1	1	M09R	c	TRUE	FALSE
670_supporters	M	supporters	y	s	p	106	79	27	1	2	6.4417	0	2	M23R	c	FALSE	TRUE
671_qui_me	M	qui	i	k	m	59	42	17	-	-	4.69013	1	1	M19L	f	TRUE	TRUE
671_sentiment	M	sentiment	i	t	m	132	106	26	-	1	7.59328	2	1	M23R	c	TRUE	TRUE
677_puma	F	puma	y	p	m	181	172	9	-	1	6.63649	1	1	F06R	c	TRUE	TRUE
677_qui_te	M	qui	i	k	t	70	41	29	-	-	5.79918	3	1	M19L	f	TRUE	TRUE
682_publicitaire	M	publicitaire	y	p	b	169	148	21	-	2	5.18234	2	3	M01R	c	FALSE	TRUE
68_continue	M	continue	i	t	n	121	121	0	-	2	7.19261	2	1	M21L	c	TRUE	FALSE
68_tu_t_	F	tu	y	t	t	112	112	0	2	-	7.53678	0	2	F06R	f	FALSE	FALSE
691_piquant	M	piquant	i	p	k	186	129	57	-	2	5.87087	1	1	M18R	c	TRUE	TRUE
692_qui_te	M	qui	i	k	t	80	58	22	-	-	4.0034	1	2	M19R	f	FALSE	TRUE
69_continue	F	continue	i	t	n	129	94	35	-	2	6.6307	2	1	F14R	c	TRUE	TRUE
69_tu_te	F	tu	y	t	t	131	110	21	-	-	7.33755	1	1	F10R	f	TRUE	TRUE
6_couper	M	couper	u	k	p	155	149	6	1	-	7.43576	0	5	M22L	c	FALSE	TRUE
6_si_t_	F	si	i	s	t	79	79	0	-	-	7.2693	1	5	F08L	f	FALSE	FALSE
710_qui_te	M	qui	i	k	t	79	79	0	2	-	7.61945	0	2	M02L	f	FALSE	FALSE
711_qui_te	F	qui	i	k	t	64	54	10	1	-	5.94746	0	4	F04R	f	FALSE	TRUE
712_qui_me	F	qui	i	k	m	52	30	22	1	-	6.1607	0	2	F12L	f	FALSE	TRUE
715_si_tu	M	si	i	s	t	112	84	28	2	-	6.37583	0	2	M17L	f	FALSE	TRUE
733_si_tu	F	si	i	s	t	164	127	37	2	-	8.82551	0	3	F13R	f	FALSE	TRUE
738_qui_puent	F	qui	i	k	p	158	135	23	1	-	3.73679	0	1	F16R	f	TRUE	TRUE
744_si_tu	M	si	i	s	t	125	125	0	1	-	6.84849	0	2	M17R	f	FALSE	FALSE
763_qui_travaillent	M	qui	i	k	t	85	26	59	2	-	9.59272	0	5	M17L	f	FALSE	TRUE
764_qui_te	F	qui	i	k	t	106	106	0	-	-	4.7237	1	1	F16R	f	TRUE	FALSE
766_si_t_	F	si	i	s	t	138	91	47	2	-	9.79984	0	6	F08L	f	FALSE	TRUE
767_si_tu	F	si	i	s	t	153	114	39	1	-	4.05808	0	4	F12R	f	FALSE	TRUE
769_qui_défendent	M	qui	i	k	d	70	47	23	1	-	5.56296	0	2	M09L	f	FALSE	TRUE
76_fumais	M	fumais	y	f	m	102	102	0	-	-	10.41507	1	3	M02L	c	FALSE	FALSE
77_quitté	F	quitté	i	k	t	132	96	36	-	2	6.56803	4	1	F10L	c	TRUE	TRUE
783_si_tu	M	si	i	s	t	144	144	0	2	-	7.39863	0	10	M23R	f	FALSE	FALSE
788_si_t_	M	si	i	s	t	157	113	44	2	-	5.66	0	3	M11L	f	FALSE	TRUE
78_final	F	final	i	f	n	131	131	0	-	1	8.33182	1	1	F14L	c	TRUE	FALSE
795_si_t_	M	si	i	s	t	76	76	0	1	-	6.79147	0	4	M11R	f	FALSE	FALSE
79_superficiel	M	superficiel	y	s	p	123	123	0	-	2	6.83273	2	3	M19R	c	FALSE	FALSE
7_fumer	M	fumer	y	f	m	123	123	0	-	2	6.97401	4	1	M01L	c	TRUE	FALSE
802_si_nous	M	si	i	s	n	126	126	0	2	-	8.41363	0	5	M15L	f	FALSE	FALSE
804_si_tu	F	si	i	s	t	199	151	48	2	-	4.90937	0	3	F03R	f	FALSE	TRUE
807_si_t_	M	si	i	s	t	152	108	44	2	-	5.74511	0	3	M02R	f	FALSE	TRUE
81_super	M	super	y	s	p	137	100	37	1	-	6.81969	0	4	M22R	c	FALSE	TRUE
823_qui_possède	M	qui	i	k	p	134	109	25	1	-	6.43015	0	2	M11L	f	FALSE	TRUE
827_qui_me	F	qui	i	k	m	119	85	34	1	-	5.11531	0	2	F03R	f	FALSE	TRUE
828_qui_t_	F	qui	i	k	t	93	69	24	-	-	5.97126	1	3	F04L	f	FALSE	TRUE
82_qui_maintenant	F	qui	i	k	m	92	67	25	2	-	8.38896	0	2	F14R	f	FALSE	TRUE
831_si_tu	M	si	i	s	t	126	126	0	2	-	7.41898	0	6	M22L	f	FALSE	FALSE
834_qui_détiennent	M	qui	i	k	d	128	106	22	1	-	7.04274	0	5	M23R	f	FALSE	TRUE
83_étudiants	M	étudiants	y	t	d	123	123	0	-	1	7.8745	3	1	M23L	c	TRUE	FALSE
840_qui_connaissent	M	qui	i	k	k	161	117	44	1	-	6.28836	0	4	M20L	f	FALSE	TRUE
842_si_tu	F	si	i	s	t	185	159	26	-	-	5.87487	1	5	F16R	f	FALSE	TRUE
847_si_t_	M	si	i	s	t	194	162	32	2	-	6.1921	0	3	M01L	f	FALSE	TRUE
850_qui_passaient	F	qui	i	k	p	58	45	13	1	-	6.69122	0	1	F16R	f	TRUE	TRUE
854_qui_me	M	qui	i	k	m	96	66	30	-	-	8.75258	1	2	M11R	f	FALSE	TRUE
85_supporter	M	supporter	y	s	p	152	137	15	-	1	6.64089	1	2	M23R	c	FALSE	TRUE
